target,chem_alias,dtxsid,ligand_id,deltaG,log10Kd_app,log10Kd_exp,offset_residual,Kd_exp_M,method
HSA,pfoa,DTXSID8031865,340_DTXSID8031865,-12.82,-9.038841596181125,-3.1023729087095586,5.936468687471567,0.0007899999999999998,hsa_dsf
HSA,pfos,DTXSID3031864,146_DTXSID3031864,-19.99,-14.094106357851848,-3.161150909262745,10.932955448589103,0.0006900000000000001,hsa_dsf
HSA,pfbs,DTXSID5030030,430_DTXSID5030030,-8.197,-5.779359170350755,-2.774690718274137,3.004668452076618,0.0016799999999999994,hsa_dsf
