ligand_id,GPR40_Kd_M,GPR40_pKd,GPR40_dG_kcal_mol,HSA_Kd_M_dsf,HSA_pKd_dsf,HSA_Kd_M,HSA_pKd,HSA_dG_kcal_mol,OAT1_Kd_M,OAT1_pKd,OAT1_dG_kcal_mol,OAT4_Kd_M,OAT4_pKd,OAT4_dG_kcal_mol,PPARG_Kd_M,PPARG_pKd,PPARG_dG_kcal_mol,TBG_Kd_M,TBG_pKd,TBG_dG_kcal_mol,TTR_Kd_M,TTR_pKd,TTR_dG_kcal_mol,URAT1_Kd_M,URAT1_pKd,URAT1_dG_kcal_mol
019_DTXSID00226440,1.2038220429634956e-07,6.919437708652229,-9.814,0.04472360347015868,1.3494632117370702,0.4463892872298677,0.35028623645573953,-9.624,1.2591455583620583e-06,5.899924062156292,-8.368,1.1660314004136393e-05,4.933289754171556,-6.997,7.416979519248426e-07,6.129772920218309,-8.694,4.211249793175107e-05,4.375588997340099,-6.206,7.057493502898884e-06,5.151349512990673,-5.417,1.2090645608961833e-06,5.917550508326692,-8.393
020_DTXSID9061881,9.774328113792392e-07,6.009913086259587,-8.524,0.17482396734556546,0.7573990283812864,1.744929748922303,-0.24177794690004425,-8.648,7.129806086358221e-06,5.146922281756804,-7.3,3.014179322480038e-05,4.520830913784195,-6.412,4.496155156364514e-06,5.347158710252548,-7.584,9.732420203721314e-05,4.0117791483830425,-5.69,1.7718146413821207e-05,4.751581713846001,-4.85,5.0209422165544715e-06,5.299214776669059,-7.516
021_DTXSID90880979,1.0756331752535686e-09,8.968335811499525,-12.72,9.7387481752578e-05,4.011496864016414,0.0009720309901605251,3.012319888735083,-13.91,7.816582285705224e-08,7.106983095905285,-10.08,2.7210047734654368e-08,7.565270696335685,-10.73,1.6900449012198984e-10,9.772101756869766,-13.86,2.465868350293975e-06,5.6080301135744675,-7.954,5.625619593541124e-07,6.249829638330002,-6.975,0.00018242243075007497,3.7389217616652504,-5.303
022_DTXSID60379269,6.924472215579386e-06,5.159613322999491,-7.318,2.4313105242999606,-0.38584042999824414,24.2670734861715,-1.3850174052795747,-6.792,4.9696625816085924e-05,4.303673096964866,-6.104,0.00012972273320461774,3.8869839094966108,-5.513,4.7027829635901715e-05,4.327645063756611,-6.138,0.0002628550068584343,3.5802837461316503,-5.078,2.3770250385820497e-05,4.623966243572305,-4.669,1.6028821177452432e-05,4.79509841619562,-6.801
023_DTXSID60334479,2.098553512997432e-08,7.678079951826245,-10.89,9.781624993040665e-05,4.009588991133935,0.0009763105541141649,3.010412015852604,-13.53,2.461748547674876e-09,8.608756309623365,-12.21,2.5088599072022512e-08,7.600523588676484,-10.78,3.040193390224588e-09,8.517098789537286,-12.08,2.2189173520661273e-06,5.653858873617508,-8.019,2.9434203001593733e-07,6.531147719209585,-7.374,9.827684339407817e-05,4.007548801302146,-5.684
024_DTXSID6067331,5.279841416136086e-09,8.277379121619846,-11.74,0.0001394463673110819,3.855592794967677,0.0013918235491091862,2.8564158196863465,-13.44,4.2869212016637997e-08,7.367854499227205,-10.45,1.137326783541995e-07,6.944114733290789,-9.849,2.5499225511066538e-08,7.593473010208324,-10.77,1.058363242655621e-06,5.975365251765604,-8.475,2.1797996530901914e-07,6.661583420870546,-7.559,1.1691527354372295e-07,6.932128749894917,-9.832
025_DTXSID80375107,9.144467143658359e-10,9.038841596181125,-12.82,1.6627684359572572e-07,6.779168228223856,1.6596203332554248e-06,5.7799912529425255,-17.79,6.277879227392881e-11,10.202187043427527,-14.47,1.5625268658297705e-09,8.806172506731846,-12.49,3.1234753466419e-11,10.505361917558407,-14.9,4.2869212016637997e-08,7.367854499227205,-10.45,4.5378863454335064e-09,8.343146385526708,-9.944,5.708010892884291e-06,5.243515206770596,-7.437
026_DTXSID00379829,1.8731217160918876e-08,7.727434001103365,-10.96,0.0026564559505135657,2.5756973811875206,0.026514265092671078,1.57652040590619,-11.97,2.6241584685803544e-07,6.581009942180548,-9.334,2.5638421004971352e-06,5.5911087252508835,-7.93,3.2302598705706414e-07,6.4907625377880995,-9.206,1.187041444273649e-05,4.9255341178565795,-6.986,9.037477996726424e-07,6.043952747059729,-6.683,1.3947442581507289e-06,5.855505417806883,-8.305
027_DTXSID3065586,3.1730858756041435e-07,6.498518174103077,-9.217,0.102835141959729,0.9878584480727091,1.0264044522310227,-0.011318527208621584,-8.88,2.618526821685143e-06,5.581942973242276,-7.917,1.019038153366817e-05,4.991809555457284,-7.08,9.477435002305651e-07,6.023309185349092,-8.543,2.2577132901211043e-05,4.646331210517443,-6.59,2.3399746427083052e-06,5.630788848825553,-6.097,3.4246764292622485e-07,6.465380455302724,-9.17
028_DTXSID60380390,7.207157480645349e-08,7.142235988246085,-10.13,0.007408844182973259,2.130249538864032,0.07394817093039688,1.1310725635827013,-10.92,2.5693561373538537e-07,6.590175694189155,-9.347,1.7967332559906115e-06,5.745516393703587,-8.149,1.0300937165953207e-07,6.987123261946565,-9.91,1.0492560590768505e-05,4.979118514214596,-7.062,3.891546556023164e-07,6.409877769557234,-7.202,3.351233442516067e-09,8.474795318728324,-12.02
029_DTXSID80382093,4.672342867851625e-05,4.330465295143876,-6.142,14.004800420088886,-1.1462769241505404,139.78285272767286,-2.145453899431871,-5.578,0.0002463280903421496,3.6084860600042905,-5.118,0.0003331614161931949,3.477345300496514,-4.932,0.0001604643896074818,3.794621331563714,-5.382,0.0010396813417069114,2.9830997498784977,-4.231,7.800745339416111e-05,4.107863899702993,-3.937,0.0001033494076855987,3.9856920080508504,-5.653
030_DTXSID60379284,9.684663598217711e-08,7.013915460125573,-9.948,0.09055469460805819,1.043089029728456,0.90383248318488,0.043912054447125405,-9.285,2.5021619009792105e-06,5.6016845929531245,-7.945,3.948541091802529e-06,5.403563337997827,-7.664,1.4198753464103115e-06,5.847749781491908,-8.294,2.9464445769133653e-05,4.530701723639619,-6.426,4.0703886341150085e-06,5.390364123061298,-5.756,6.961932748884328e-07,6.157270176244133,-8.733
031_DTXSID00194615,1.375957462618741e-08,7.861394991998406,-11.15,0.00021388717792949832,3.669815249656492,0.002134822274937272,2.6706382743751615,-13.03,4.217886823080906e-08,7.374905077695365,-10.46,2.1914352180869515e-07,6.659271363177125,-9.445,1.6719063591014138e-08,7.776788050380485,-11.03,2.7005556169670316e-06,5.568546874152772,-7.898,5.906389686594597e-07,6.228677902925522,-6.945,0.0001312053352979776,3.8820485045688984,-5.506
