ligand_id,GPR40_Kd_M,GPR40_pKd,GPR40_dG_kcal_mol,HSA_Kd_M_dsf,HSA_pKd_dsf,HSA_Kd_M,HSA_pKd,HSA_dG_kcal_mol,OAT1_Kd_M,OAT1_pKd,OAT1_dG_kcal_mol,OAT4_Kd_M,OAT4_pKd,OAT4_dG_kcal_mol,PPARG_Kd_M,PPARG_pKd,PPARG_dG_kcal_mol,TBG_Kd_M,TBG_pKd,TBG_dG_kcal_mol,TTR_Kd_M,TTR_pKd,TTR_dG_kcal_mol,URAT1_Kd_M,URAT1_pKd,URAT1_dG_kcal_mol
033_DTXSID20577986,5.042562449803647e-08,7.2973487145456035,-10.35,0.011652888556648288,1.9335664069369052,0.11630826260326059,0.9343894316555744,-10.56,5.674041854728567e-07,6.246107464942948,-8.859,2.5348710403141904e-06,5.596044130178596,-7.937,4.6243984437182297e-07,6.334944753641763,-8.985,2.0850715137405743e-05,4.680879045011427,-6.639,1.279174025430758e-06,5.893070367841107,-6.469,1.3954765902767686e-07,6.855277444591973,-9.723
034_DTXSID8059920,1.0611963621203365e-08,7.974204247488966,-11.31,1.3803092945799349e-06,5.8600235875996995,1.3776959689203518e-05,4.860846612318369,-16.73,1.6854508818914474e-11,10.773283899348487,-15.28,1.5357515714101067e-07,6.813679031629829,-9.664,1.8429579254371073e-08,7.734484579571525,-10.97,1.9518280565866993e-06,5.709558443515972,-8.098,5.103485566604103e-07,6.2921331091389625,-7.035,1.6423943846323498e-05,4.784522548493379,-6.786
035_DTXSID70481246,2.1364701170549e-05,4.6703031773091865,-6.624,10.548131177270156,-1.023175522070424,105.28160506946881,-2.0223524973517546,-5.865,0.00020470919263814005,3.688862654541315,-5.232,0.000330467998612227,3.480870589730595,-4.937,0.00010710734759458822,3.970180735420899,-5.631,0.0005674318031302896,3.2460863267408664,-4.604,5.484519027676881e-05,4.2608614524620645,-4.154,4.070097264916513e-05,4.390395212123235,-6.227
036_DTXSID50381073,1.6602127508097605e-07,6.77983625498266,-9.616,0.03160682387414362,1.5002191436174472,0.31546982993427564,0.5010421683361165,-9.882,1.7620690056800406e-06,5.753977087865379,-8.161,5.782628016399696e-06,5.237874743996068,-7.429,1.4834973688119324e-06,5.8287132196278755,-8.267,2.0783124503018288e-05,4.682289160705059,-6.641,3.034033744273242e-06,5.517979593334994,-5.937,7.2033752366455e-07,6.1424639614609955,-8.712
037_DTXSID8059926,8.202394747951593e-07,6.086059333715716,-8.632,0.9471836089591734,0.023565826035193176,9.453903157897733,-0.9756111492461375,-7.546,1.7355991081757954e-05,4.760550581701636,-6.752,4.873783225497383e-05,4.312133791126659,-6.116,2.0986556573479855e-05,4.678058813624163,-6.635,0.00016819975001379953,3.77417465400605,-5.353,2.2348149000749087e-05,4.650758441751313,-4.707,5.037271266096092e-06,5.2978046609754275,-7.514
038_DTXSID30880135,2.3524652066954197e-06,5.628476791132131,-7.983,1.0044395430862234,-0.001923801816767989,10.025378478344747,-1.0011007770980986,-7.457,1.0173851322470005e-05,4.9925146133041,-7.081,4.627051760652347e-05,4.334695642224771,-6.148,1.4612121897561301e-05,4.83528671346413,-6.858,0.00019624827202052475,3.7071941585585306,-5.258,1.4370299642127823e-05,4.842534176085265,-4.979,2.022799460425279e-06,5.69404717088602,-8.076
039_DTXSID8059924,2.1678099489606632e-08,7.663978794889924,-10.87,3.0110019524857227e-05,4.521288962868676,0.0003005301252871235,3.5221119875873446,-14.82,1.1665868612116201e-09,8.933082919158725,-12.67,1.5838610084461514e-07,6.800282932540323,-9.645,3.360367871394695e-08,7.4736131762496045,-10.6,6.071234271988366e-06,5.216723008591588,-7.399,4.6298126802672344e-07,6.334436579947921,-7.095,8.496185104134712e-06,5.070776034300676,-7.192
040_DTXSID8059928,1.1214730911749324e-05,4.95021114249514,-7.021,4.298629711322064,-0.6333300361252179,42.90491159064425,-1.6325070114065485,-6.661,6.634790280383158e-05,4.178172800231619,-5.926,0.00016256203647674282,3.788980868789186,-5.374,0.00014509922136881012,3.8383349180663062,-5.444,0.00036963952347741783,3.432221598300291,-4.868,3.931892983972155e-05,4.405398311059344,-4.359,1.094493003749022e-05,4.960787010197379,-7.036
041_DTXSID70880194,1.4963736183789605e-07,6.824959957178884,-9.68,0.052780021385763216,1.2775304381455812,0.5268009350384403,0.2783534628642504,-9.677,1.2776781224127957e-06,5.893578541534948,-8.359,8.537665574794226e-06,5.068660860760227,-7.189,3.828605006484879e-06,5.416959437087332,-7.683,2.629930229605897e-05,4.580055772916739,-6.496,7.302250074121319e-06,5.1365432982075365,-5.396,3.7224305714775734e-05,4.429173393698115,-6.282
042_DTXSID30235085,4.065628604188664e-06,5.3908722967551395,-7.646,0.01970662196015213,1.705387814573823,0.19669311611642276,0.7062108392924923,-10.29,8.910429050540709e-07,6.0501013835281,-8.581,2.461868370069235e-06,5.608735171421284,-7.955,1.6150194672107907e-07,6.791822238378532,-9.633,2.0884592841524815e-05,4.68017398716461,-6.638,4.545480620676937e-06,5.342420189477808,-5.688,0.0005720565498560516,3.2425610375067864,-4.599
043_DTXSID40379808,1.0284227618196903e-07,6.98782831979338,-9.911,4.334286849497992e-06,5.363082349815538,4.326080787940438e-05,4.363905374534207,-15.79,7.168028555936075e-10,9.144600273203526,-12.97,9.944740124350102e-09,8.002406561361605,-11.35,3.1919269667454638e-09,8.495947054132806,-12.05,5.042562449803647e-08,7.2973487145456035,-10.35,1.7707986195100314e-07,6.751830825262994,-7.687,3.0983746549093575e-08,7.508866068590406,-10.65
044_DTXSID80315129,2.439284491950866e-07,6.612737545287269,-9.379,0.1332510586261612,0.8753293319923926,1.3299877574141807,-0.12384764328893802,-9.028,1.7449884834482696e-06,5.758207434946275,-8.167,1.5541949186105734e-05,4.8084945152851235,-6.82,1.565141796700897e-06,5.805446310682948,-8.234,6.485693035843553e-05,4.1880436100870435,-5.94,5.733279081138215e-06,5.241596917383122,-5.545,2.031509657488792e-08,7.692181108762565,-10.91
045_DTXSID00379925,3.415367191561891e-08,7.466562597781445,-10.59,0.0003307902988862839,3.480447235521952,0.0033016401695120227,2.4812702602406214,-12.85,3.351233442516067e-09,8.474795318728324,-12.02,7.566860841820925e-08,7.121084252841604,-10.1,3.200627175299614e-08,7.4947649116540855,-10.63,3.3243024543605755e-06,5.478299469760323,-7.77,7.41361784914597e-07,6.129969804371282,-6.805,0.0006035397399951331,3.219294128561858,-4.566
046_DTXSID30394964,3.920924298194623e-05,4.406611542600003,-6.25,7.766570063112367,-0.890229264419899,77.51865694379518,-1.88940623970123,-6.188,8.658779627214706e-05,4.062543313353794,-5.762,0.00016819975001379953,3.77417465400605,-5.353,0.000164687104522745,3.7833404060146583,-5.366,0.0005198051159443937,3.2841594504689304,-4.658,4.4410026001935803e-05,4.352518972548145,-4.284,2.8018280775787686e-05,4.552558516890915,-6.457
047_DTXSID70379871,3.969902207923784e-07,6.401220191242468,-9.079,0.05862301242372976,1.2319318685078091,0.5851202206583637,0.23275489322647852,-9.543,2.3948529135395734e-06,5.620721154817156,-7.972,1.1472542292576929e-05,4.940340332639716,-7.007,4.092115984813131e-06,5.3880520653678765,-7.642,3.746682032935053e-05,4.426353162310851,-6.278,4.096907026112325e-06,5.387543891674033,-5.752,6.8908294868903135e-06,5.161728496539939,-7.321
048_DTXSID8046614,4.83438150372728e-05,4.315659080360739,-6.121,11.194703311263272,-1.049012588134913,111.73508492442865,-2.0481895634162437,-6.037,0.00018844273345631975,3.724820604728931,-5.283,0.0002968900154939914,3.5274044076204505,-5.003,0.00013597615863243336,3.8665372319389464,-5.484,0.001330665946455022,2.875930957162466,-4.079,8.940482541061208e-05,4.048639040570448,-3.853,6.776305101656007e-05,4.169007048223011,-5.913
051_DTXSID80382073,5.409730222976351e-12,11.266824392119688,-15.98,1.0805482439148108e-05,4.966355838129883,0.00010785024528277489,3.9671788628485523,-14.65,1.4642835362669942e-09,8.834374820604484,-12.53,7.922921264830412e-09,8.101114659915845,-11.49,2.795542992541786e-10,9.553533824356807,-13.55,2.925694218931552e-07,6.533771066443876,-9.267,1.9817375541294785e-08,7.702953860617779,-9.036,5.804197832942479e-10,9.236257793289607,-13.1
052_DTXSID4066389,5.5858731365454085e-05,4.2529089319941145,-6.032,15.566933831427855,-1.1922030794129945,155.3746111268109,-2.191380054694325,-5.704,0.00025281035911019526,3.5972051344552347,-5.102,0.0005283127939994489,3.27710887200077,-4.648,0.00027108928552529706,3.5668876470421464,-5.059,0.001635352538341627,2.786388610616834,-3.952,9.16087225553305e-05,4.038063172868208,-3.838,5.167116951103406e-05,4.286751708641282,-6.08
053_DTXSID30170109,3.866080653774372e-06,5.412729090006436,-7.677,2.5158992713798023,-0.40069324934889383,25.11135944675678,-1.3998702246302246,-7.055,2.4288259403311228e-05,4.614603607410723,-6.545,5.3203393327240426e-05,4.274060667398595,-6.062,4.170428267182651e-05,4.379819344420995,-6.212,0.0002791279938326739,3.5541966057994587,-5.041,1.589203125142564e-05,4.7988205895826725,-4.917,6.022151850280633e-06,5.220248297825667,-7.404
054_DTXSID70380841,2.199823635601943e-05,4.657612136066499,-6.606,6.940567799334858,-0.8413950010068697,69.27427292353342,-1.8405719762882005,-6.112,0.0001312053352979776,3.8820485045688984,-5.506,0.0001404636420654393,3.8524360750026267,-5.464,7.970741715700694e-05,4.098501263541411,-5.813,0.0007851004795314911,3.105074757377666,-4.404,3.062124050473191e-05,4.513977219469009,-4.513,3.3550801851687664e-05,4.474297095894339,-6.346
