ligand_id,TTII_contribution,RTII_contribution,RTII_contribution_equal,RTII_contribution_weighted,mean_contribution,DTXSID,preferred_name
336_DTXSID8031863,0.0003455746320734145,0.009735425127261357,0.009339746105977523,0.009735425127261357,0.005040499879667385,DTXSID8031863,Perfluorononanoic acid
