reg,mean_cindex,mean_spearman
0.001,0.862038630755678,0.852688015616759
0.0003,0.8619846905757315,0.852602378753594
0.003,0.8619816830039251,0.8527351969757462
0.0001,0.8619367398679127,0.8524805336407715
0.01,0.8618258250821984,0.8532819158347724
0.03,0.8607334139763984,0.8528615361720211
0.1,0.8577604033410544,0.8510290022254086
