ligand_id,C_ref_M,fu,T4_free_baseline_M,T4_free_with_pfas_M,T4_free_ratio_change,TTII_ref,RTII_ref_equal,RTII_ref_weighted,RTII_ref,OBI_ref,DTXSID,preferred_name,smiles_anionic
298_DTXSID60379769,1e-07,0.9999521534612995,1.6000000125870888e-11,1.602198927486143e-11,0.001374321801097199,0.0010138750736046575,0.00516243830829851,0.005209779826913116,0.005209779826913116,0.0031118274502588868,DTXSID60379769,"3H,3H-Perfluoropropyl triflate",O=S(=O)(OCC(F)(F)C(F)(F)F)C(F)(F)F
299_DTXSID00442840,1e-07,0.9999845632470176,1.6000000125870888e-11,1.6018831743735974e-11,0.0011769761073086942,0.0008684015983763599,0.0017037414426594056,0.001833160285720269,0.001833160285720269,0.0013507809420483146,DTXSID00442840,2-(Trifluoromethoxy)ethyl trifluoromethanesulfonate,O=S(=O)(OCCOC(F)(F)F)C(F)(F)F
300_DTXSID20880144,1e-07,0.9999810289411062,1.6000000125870888e-11,1.6009022937168992e-11,0.0005639257016951641,0.0004163899580540903,0.0022566309000476713,0.002285406967975493,0.002285406967975493,0.0013508984630147916,DTXSID20880144,Ethyl pentafluoropropionyl acetate,CCOC(=O)CC(=O)C(F)(F)C(F)(F)F
301_DTXSID5059870,1e-07,0.9999976275736597,1.6000000125870888e-11,1.600249017741362e-11,0.0001556282201964198,0.00011496747136752476,0.00041290661391842493,0.0003915175035436941,0.0003915175035436941,0.00025324248745560945,DTXSID5059870,(Perfluoroethyl)methyl iodide,FC(F)(F)C(F)(F)CI
302_DTXSID7068556,1e-07,0.9986723588455476,1.6000000125870888e-11,1.6093376238757176e-11,0.0058360070094815655,0.004283852139973842,0.013594427272082021,0.016491752550754458,0.016491752550754458,0.01038780234536415,DTXSID7068556,N-(3-(Dimethylamino)propyl) perfluorohexane sulfonamide,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
303_DTXSID60238701,1e-07,0.9896169065730448,1.6000000125870888e-11,1.6380740117938336e-11,0.023796249317012064,0.0171470116933675,0.28136249475192865,0.29689559789781816,0.29689559789781816,0.15702130479559284,DTXSID60238701,Perfluoropinacol,OC(C(F)(F)F)(C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F
304_DTXSID0047583,1e-07,0.9999387225192597,1.6000000125870888e-11,1.6009801236549492e-11,0.0006125694125937395,0.00045230691873818056,0.008174092548474116,0.008120476454706892,0.008120476454706892,0.004286391686722536,DTXSID0047583,Nonafluoro-1-iodobutane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I
305_DTXSID1022134,1e-07,0.9999957605784444,1.6000000125870888e-11,1.6004503854105682e-11,0.0002814830124602399,0.00020791059075096822,0.0007411820572900014,0.0007291737035534792,0.0007291737035534792,0.00046854214715222374,DTXSID1022134,2H-Perfluoro-2-propanol,OC(C(F)(F)F)C(F)(F)F
306_DTXSID50379814,1e-07,0.9997722400229582,1.6000000125870888e-11,1.6041655788612275e-11,0.0026034789008553415,0.001918272714767989,0.030833821157829358,0.030986291875311975,0.030986291875311975,0.01645228229503998,DTXSID50379814,Perfluoro-2-ethoxyethanesulfonic acid,O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F
307_DTXSID90861920,1e-07,0.999989501446403,1.6000000125870888e-11,1.60055855918273e-11,0.0003490916195294793,0.00025782930627439116,0.0014858031846222853,0.001481954218949334,0.001481954218949334,0.0008698917626118626,DTXSID90861920,Trifluoroacetic anhydride,O=C(OC(=O)C(F)(F)F)C(F)(F)F
308_DTXSID50379930,1e-07,0.9769156513336853,1.6000000125870888e-11,1.6815211208154325e-11,0.05095069224188929,0.03575869223063538,0.2614711705852401,0.33422644315169464,0.33422644315169464,0.184992567691165,DTXSID50379930,"1H,1H-Perfluorononylamine",NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
309_DTXSID40379782,1e-07,0.8926180697007232,1.6000000125870888e-11,1.832570291142588e-11,0.14535642295367807,0.09341839108190964,0.6520728106749372,0.6876370094273813,0.6876370094273813,0.39052770025464545,DTXSID40379782,(Perfluorocyclohexyl)methyl prop-2-enoate,C=CC(=O)OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
311_DTXSID80329968,1e-07,0.9994536092124902,1.6000000125870888e-11,1.6080169199028662e-11,0.00501056703294313,0.0036819912372917,0.07506164253992216,0.07779346391338814,0.07779346391338814,0.040737727575339916,DTXSID80329968,"3H,3H-Perfluoroheptane-2,4-dione",O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
