ligand_id,TTII_contribution,RTII_contribution,RTII_contribution_equal,RTII_contribution_weighted,mean_contribution,DTXSID,preferred_name
336_DTXSID8031863,0.0005395952368406587,0.014957248490232304,0.014368136332035706,0.014957248490232304,0.007748421863536481,DTXSID8031863,Perfluorononanoic acid
340_DTXSID8031865,0.0009122631768150596,0.008725579518549458,0.008268751560838214,0.008725579518549458,0.004818921347682258,DTXSID8031865,Perfluorooctanoic acid
146_DTXSID3031864,3.025181253530179e-06,0.002859347185240008,0.0019086113322685937,0.002859347185240008,0.0014311861832467692,DTXSID3031864,Perfluorooctanesulfonic acid
387_DTXSID7040150,0.00019224545836445632,0.0022626912400832045,0.0016988735340137762,0.0022626912400832045,0.0012274683492238304,DTXSID7040150,Perfluorohexanesulfonic acid
431_DTXSID10624392,5.350598624669976e-05,0.0003952025024195761,0.0002898860546343464,0.0003952025024195761,0.00022435424433313794,DTXSID10624392,2-(N-methylperfluorooctane sulfonamido)acetic acid
150_DTXSID3031860,2.200665544655645e-05,0.00014944363045542674,0.00013712152533712534,0.00014944363045542674,8.57251429509916e-05,DTXSID3031860,Perfluorodecanoic acid
159_DTXSID8047553,1.369779130082701e-05,0.00011350808861078318,0.00010691646220777026,0.00011350808861078318,6.360293995580509e-05,DTXSID8047553,Perfluoroundecanoic acid
