ligand_id,TTII_contribution,RTII_contribution,RTII_contribution_equal,RTII_contribution_weighted,mean_contribution,DTXSID,preferred_name
336_DTXSID8031863,0.0005395952368406587,0.014957248490232304,0.014368136332035706,0.014957248490232304,0.007748421863536481,DTXSID8031863,Perfluorononanoic acid
